sampleid	Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
13722.58cfa82fe4b0c9d6adf6b7de	0	0	0	0	0	0	0	14174	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	16
13722.58cfa82ee4b0c9d6adf6afec	0	0	0	0	5	1	0	22395	2	0	2	0	28990	22	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	6	9	0	0	92639
13722.58cfa82fe4b0c9d6adf6b7fc	0	0	0	0	0	0	0	13530	1	0	0	0	630	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	2819
13722.58cfa82fe4b0c9d6adf6b7f7	0	0	0	0	6	0	0	30063	0	0	3	0	1981	13	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	30	6	0	1	8411
13722.58cfa82fe4b0c9d6adf6b943	0	0	0	0	2	0	0	26479	0	0	0	0	1750	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	6108
13722.58cfa82fe4b0c9d6adf6b800	0	0	0	0	28	1	0	9233	0	0	0	0	5107	52	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	54	28	0	0	20993
13722.58cfa82fe4b0c9d6adf6b97c	0	0	0	0	0	0	0	21534	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	22	0	0	1	55
13722.58cfa82fe4b0c9d6adf6b756	0	0	0	0	0	0	0	38252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
13722.58cfa82fe4b0c9d6adf6b9e2	0	0	0	0	11	0	0	15049	0	0	0	0	116	30	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	52	16	0	0	342
13722.58cfa830e4b0c9d6adf6bc60	0	0	0	0	0	0	0	23817	0	0	0	0	222	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	940
13722.58cfa830e4b0c9d6adf6bd86	0	0	0	0	2	0	0	14730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1
13722.58cfa830e4b0c9d6adf6bd8a	0	0	0	0	2	1	0	10547	0	0	0	1	140	17	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	1	703
13722.58cfa830e4b0c9d6adf6bdd6	0	0	0	0	1	0	0	39242	0	0	0	0	54	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	164
13722.58cfa830e4b0c9d6adf6bc5a	0	0	0	0	0	0	0	14608	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7
13722.58cfa82fe4b0c9d6adf6b9c0	0	0	0	0	2	0	0	12555	1	0	0	0	40	7	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	58	4	1	1	163
13722.58cfa830e4b0c9d6adf6bec7	0	0	0	0	0	0	0	26872	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
13722.58cfa830e4b0c9d6adf6be90	0	0	0	0	0	0	0	20375	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	21	2	0	6
13722.58cfa830e4b0c9d6adf6beec	0	0	0	0	4	0	0	30950	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	7
13722.58cfa830e4b0c9d6adf6be24	0	0	1	0	14	0	0	17574	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	10
13722.58cfa830e4b0c9d6adf6bef8	0	0	0	0	0	0	0	28605	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2
13722.58cfa830e4b0c9d6adf6befa	0	0	0	0	0	0	0	26207	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
13722.58cfa830e4b0c9d6adf6bf1c	0	0	0	0	2	0	0	48271	0	0	0	0	55	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	211
13722.58cfa830e4b0c9d6adf6bf60	0	0	0	0	0	0	0	28407	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	11
13722.58cfa830e4b0c9d6adf6bf68	0	0	0	0	0	0	0	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa830e4b0c9d6adf6bf8f	0	0	0	0	2	0	0	14557	0	0	0	0	254	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	999
13722.58cfa830e4b0c9d6adf6bf23	0	1	0	0	2	0	0	18346	1	0	0	0	379	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	2	1641
13722.58cfa830e4b0c9d6adf6bfba	0	0	0	0	0	0	0	2168	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa830e4b0c9d6adf6bf95	0	0	0	0	0	0	0	4381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
13722.58cfa830e4b0c9d6adf6c034	0	0	0	0	4	0	0	14810	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
13722.58cfa830e4b0c9d6adf6bf38	0	0	0	0	0	1	0	33822	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0	0	42
13722.58cfa830e4b0c9d6adf6c1f2	0	0	0	0	0	0	0	19179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa830e4b0c9d6adf6c1f8	0	0	0	0	2	0	0	22450	1	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
13722.58cfa830e4b0c9d6adf6c166	0	0	0	0	0	0	0	27913	0	0	3	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	37
13722.58cfa830e4b0c9d6adf6bf14	0	0	0	0	4	0	0	40838	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	70
13722.58cfa830e4b0c9d6adf6c190	0	0	0	0	2	0	0	2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa82ee4b0c9d6adf6afbe	0	0	0	0	23	2	0	22261	1	0	0	0	237	40	0	2	0	0	0	0	0	0	2	1	1	1	0	3	0	67	26	0	1	979
13722.58cfa830e4b0c9d6adf6c20a	0	0	0	0	0	0	0	32452	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	4
13722.58cfa830e4b0c9d6adf6c1fa	0	0	0	0	2	0	0	30827	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0	15
13722.58cfa82fe4b0c9d6adf6b99a	0	0	0	0	6	0	0	19382	0	0	0	0	212	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	1014
13722.58cfa830e4b0c9d6adf6c290	0	0	0	0	0	0	0	31700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2
13722.58cfa830e4b0c9d6adf6c216	0	0	0	0	2	0	0	39170	0	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	19
13722.58cfa830e4b0c9d6adf6c22c	0	0	0	0	4	0	0	27864	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	6
13722.58cfa830e4b0c9d6adf6c2d0	0	0	0	0	0	0	0	25796	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3
13722.58cfa830e4b0c9d6adf6c24c	0	0	0	0	0	0	0	7686	0	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	15
13722.58cfa830e4b0c9d6adf6c312	0	0	0	0	0	0	0	6472	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
13722.58cfa830e4b0c9d6adf6c2d6	0	0	0	0	0	0	0	8044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa830e4b0c9d6adf6c2ba	0	0	0	0	0	1	0	23524	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2
13722.58cfa830e4b0c9d6adf6c2e4	0	0	0	0	0	0	0	6499	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa830e4b0c9d6adf6c305	0	0	0	0	0	0	0	5121	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa830e4b0c9d6adf6c306	0	0	0	0	0	0	0	26730	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c324	0	0	0	0	8	0	0	21726	0	0	0	0	10	13	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	7	0	0	50
13722.58cfa831e4b0c9d6adf6c350	0	0	0	0	0	0	0	3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c336	0	0	0	0	8	0	0	21726	0	0	0	0	10	13	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	7	0	0	50
13722.58cfa831e4b0c9d6adf6c3d7	0	0	0	0	0	0	0	19237	1	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	144	0	0	19
13722.58cfa831e4b0c9d6adf6c3f8	0	0	0	0	0	0	0	3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c37a	2	0	0	0	0	0	0	18332	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	9
13722.58cfa831e4b0c9d6adf6c3c4	0	0	0	0	0	0	0	38478	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa831e4b0c9d6adf6c464	0	0	0	0	0	0	0	23442	1	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
13722.58cfa831e4b0c9d6adf6c465	0	0	0	0	0	0	0	18711	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28
13722.58cfa831e4b0c9d6adf6c3ea	0	0	0	0	2	0	0	24821	0	0	0	0	7	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16
13722.58cfa831e4b0c9d6adf6c3f6	0	0	0	0	2	0	0	23233	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
13722.58cfa831e4b0c9d6adf6c52e	0	0	0	0	0	0	0	3171	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c534	0	0	0	0	0	0	0	2827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c428	0	0	0	0	0	0	0	27411	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
13722.58cfa831e4b0c9d6adf6c536	0	0	0	0	0	0	0	2869	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c492	0	0	0	0	0	0	0	1489	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
13722.58cfa831e4b0c9d6adf6c46d	0	0	0	0	0	0	0	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c53b	0	0	0	0	0	0	0	22227	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
13722.58cfa831e4b0c9d6adf6c540	0	0	0	0	0	0	0	2755	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c54c	0	0	0	0	0	0	0	18952	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa831e4b0c9d6adf6c3a0	0	0	0	0	0	0	0	18017	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	35
13722.58cfa831e4b0c9d6adf6c54e	0	0	0	0	0	0	0	21707	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
13722.58cfa831e4b0c9d6adf6c4b7	0	3	0	0	11	1	0	31172	576	0	0	0	7	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	1	28
13722.58cfa831e4b0c9d6adf6c552	0	0	0	0	0	0	0	3325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c564	0	0	0	0	0	0	0	5757	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
13722.58cfa831e4b0c9d6adf6c542	0	0	0	0	2	0	0	29714	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa831e4b0c9d6adf6c55e	0	0	0	0	0	0	0	2724	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
13722.58cfa831e4b0c9d6adf6c556	0	0	0	0	0	0	0	27439	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4
13722.58cfa831e4b0c9d6adf6c562	0	0	0	0	0	0	0	4511	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c565	0	0	0	0	0	0	0	20829	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
13722.58cfa831e4b0c9d6adf6c56a	0	0	0	0	3	0	0	22417	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
13722.58cfa831e4b0c9d6adf6c568	0	0	0	0	0	0	0	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
13722.58cfa831e4b0c9d6adf6c550	0	0	0	0	2	0	0	28833	0	0	0	0	3	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	14
13722.58cfa831e4b0c9d6adf6c56e	0	0	0	0	0	0	0	17818	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
13722.58cfa831e4b0c9d6adf6c632	0	0	0	0	0	0	0	5667	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c636	0	0	0	0	2	0	0	25303	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
13722.58cfa831e4b0c9d6adf6c629	0	0	0	0	2	0	0	25132	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7
13722.58cfa831e4b0c9d6adf6c6ce	0	0	0	0	0	0	0	26038	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
13722.58cfa831e4b0c9d6adf6c6b3	0	0	0	0	2	0	0	27649	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	31
13722.58cfa831e4b0c9d6adf6c6d6	0	0	0	0	0	1	0	12024	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
13722.58cfa831e4b0c9d6adf6c67c	0	0	0	0	0	0	0	24390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2
13722.58cfa831e4b0c9d6adf6c6e4	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c6d0	0	0	0	0	0	0	0	20307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c74c	0	0	0	0	2	0	0	16257	0	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
13722.58cfa831e4b0c9d6adf6c665	0	0	0	0	0	2	0	9707	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	25
13722.58cfa831e4b0c9d6adf6c6f4	0	0	0	0	2	0	0	40384	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	6
13722.58cfa831e4b0c9d6adf6c72e	0	0	0	0	5	1	0	17540	0	0	0	1	36	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	125
13722.58cfa831e4b0c9d6adf6c72a	0	0	0	0	2	0	0	16970	0	0	0	0	222	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	8	1	0	709
13722.58cfa831e4b0c9d6adf6c765	0	0	0	0	2	0	0	4076	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa831e4b0c9d6adf6c69e	0	0	0	0	0	0	0	12640	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c761	0	0	0	0	2	1	0	17763	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	20
13722.58cfa831e4b0c9d6adf6c7b0	0	0	0	0	12	0	0	18912	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1
13722.58cfa831e4b0c9d6adf6c7c2	0	0	0	0	5	0	0	22006	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	35	0	0	1
13722.58cfa831e4b0c9d6adf6c786	0	0	0	0	0	1	0	28460	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	18
13722.58cfa831e4b0c9d6adf6c752	0	0	0	0	0	1	0	21863	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	8
13722.58cfa831e4b0c9d6adf6c7d6	0	0	0	0	0	0	0	33344	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	29
13722.58cfa831e4b0c9d6adf6c7dc	0	0	0	0	0	0	0	24977	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	80
13722.58cfa831e4b0c9d6adf6c7d0	0	0	0	0	0	1	0	15743	29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c84c	0	0	0	0	0	0	0	2129	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c815	0	0	0	0	0	4	0	26434	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
13722.58cfa831e4b0c9d6adf6c849	0	0	0	0	5	0	0	3798	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
13722.58cfa831e4b0c9d6adf6c81c	0	0	0	0	3	0	0	14149	0	0	0	1	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	61
13722.58cfa831e4b0c9d6adf6c88c	0	0	0	0	0	0	0	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c818	0	2	0	0	0	4	0	24508	0	0	2	0	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	50	0	0	57
13722.58cfa831e4b0c9d6adf6c850	0	0	0	0	2	0	0	21601	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
13722.58cfa831e4b0c9d6adf6c86a	0	0	0	0	0	0	0	23567	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa831e4b0c9d6adf6c8c0	0	0	0	0	0	0	0	26533	2	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	13
13722.58cfa831e4b0c9d6adf6c898	0	0	0	0	0	0	0	18152	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
13722.58cfa831e4b0c9d6adf6c90a	0	0	0	0	0	0	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c8d8	0	0	0	0	0	0	0	22279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
13722.58cfa831e4b0c9d6adf6c85e	0	0	0	0	0	0	0	14610	0	0	0	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	2	33
13722.58cfa831e4b0c9d6adf6c923	0	0	0	0	4	0	0	18450	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6c8dc	0	0	0	0	2	1	0	26197	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	9	1	1	1
13722.58cfa831e4b0c9d6adf6c938	0	0	0	0	0	0	0	4254	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c950	0	1	0	0	0	0	0	1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c8d2	0	0	0	0	0	0	0	24113	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	30	0	1	6
13722.58cfa831e4b0c9d6adf6c96b	0	0	0	0	0	0	0	19809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
13722.58cfa831e4b0c9d6adf6c9c4	0	0	0	0	0	0	0	15308	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	42
13722.58cfa831e4b0c9d6adf6c945	0	0	0	0	0	0	0	14218	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c924	0	0	0	0	0	0	0	24453	0	0	0	2	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	141
13722.58cfa831e4b0c9d6adf6c92f	0	0	0	0	2	0	0	31697	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	5
13722.58cfa831e4b0c9d6adf6c9d2	0	0	0	0	4	0	0	14350	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8	0	0	42
13722.58cfa831e4b0c9d6adf6ca50	0	0	0	0	0	0	0	15552	2	0	0	0	35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	48
13722.58cfa831e4b0c9d6adf6ca14	0	0	0	0	0	1	0	11421	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
13722.58cfa831e4b0c9d6adf6c9e2	0	0	0	0	2	0	0	16784	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	100	0	0	25
13722.58cfa831e4b0c9d6adf6cac8	0	0	0	0	4	0	0	24394	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	90
13722.58cfa831e4b0c9d6adf6ca62	0	0	0	0	0	0	0	12717	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
13722.58cfa831e4b0c9d6adf6caee	0	0	0	0	0	0	0	17387	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2
13722.58cfa831e4b0c9d6adf6caec	0	0	0	0	2	0	0	33820	1	0	0	0	2865	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	12	0	0	10810
13722.58cfa831e4b0c9d6adf6cb1e	0	0	0	0	0	0	0	27165	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
13722.58cfa831e4b0c9d6adf6cb22	0	0	0	0	0	1	0	14364	0	0	0	1	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	14
13722.58cfa831e4b0c9d6adf6cb36	0	0	0	0	0	0	0	26578	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
13722.58cfa831e4b0c9d6adf6cb56	0	0	0	0	0	0	0	16163	0	0	0	2	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	212
13722.58cfa831e4b0c9d6adf6cb3a	0	0	0	0	0	0	0	28204	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
13722.58cfa831e4b0c9d6adf6cb7a	0	0	0	0	0	0	0	21643	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2
13722.58cfa831e4b0c9d6adf6cb81	0	0	0	0	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cb9e	0	0	0	0	0	0	0	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
